Title     : MicroConf Remote 2020
[141:06.08]  year when we did finally reach that 10k
[141:08.48]  mrr
[141:09.20]  um milestone and you remember how good
[141:11.60]  that felt man like how
[141:12.80]  i mean we felt like we made it we felt
[141:14.40]  like we were balling and we weren't
[141:16.00]  paying ourselves we were
[141:17.52]  still operating on pretty minimal
[141:19.60]  resources but it was a big moment
[141:22.08]  yeah it felt like it it took forever uh
[141:25.36]  to get there and then lots of tweaks and
[141:28.48]  listening and conversations uh
[141:31.68]  to even have a shot at doing that and
[141:34.24]  yeah that that was a huge milestone for
[141:36.40]  us so
[141:37.28]  and it started to feel validating
[141:38.64]  because like more uh
[141:41.12]  other companies entrepreneurs fellow
[141:43.12]  founders that we talked to like
[141:44.64]  it was like oh okay 10k like you know
[141:47.12]  good job boys finally
[141:48.24]  yeah yeah later i felt like we were
[141:50.00]  clawing our ways there
[141:51.60]  calling our way there so uh fast forward
[141:53.60]  to uh about a year
[141:56.88]  so a year later may 2020 we hit
[142:00.08]  100k mrr and uh so much has changed and
[142:04.24]  continues to evolve and i think that's
[142:05.60]  what's really fun about the journey is
[142:07.44]  is how things have changed and evolved
[142:09.44]  and we're going to walk you through some
[142:10.96]  of the main reasons why we think we
[142:12.56]  reach this
[142:13.76]  point and yeah just go over how it
[142:20.84]  happened
[142:22.80]  all right so after
[142:26.24]  lots of reflection and kind of soul
[142:28.88]  searching
[142:29.44]  and really trying to unpack that that
[142:32.00]  journey
[142:33.20]  uh which we do as a practice kind of
[142:35.76]  ongoing but but this opportunity
[142:38.16]  uh to speak with you today really uh was
[142:40.72]  it was a great forcing function to look
[142:42.56]  at this more deeply
[142:44.32]  and that's really where we we realized
[142:47.60]  that our story
[142:48.64]  of this rapid growth really arcs across
[142:52.24]  these three chapters of focus
[142:56.00]  reputation and the final chapter
[143:00.32]  the final chapter we're going to keep as
[143:01.92]  a surprise so we'll keep you in suspense
[143:04.00]  temporarily on that but uh stick with us
[143:06.00]  it'll be it'll be worth your while
[143:09.84]  yeah hopefully our marketing folks out
[143:11.20]  there can appreciate the uh mystique
[143:13.36]  tactic
[143:16.08]  so the first one uh focus so to be quite
[143:19.12]  candid the
[143:20.00]  original vision for squad cast was more
[143:22.80]  or less pretty similar to to what it is
[143:25.04]  today
[143:25.92]  however it was a bit inflated we were
[143:28.24]  kind of trying to do
[143:29.84]  a little too much to be honest
[143:32.24]  thankfully we're really fortunate to get
[143:34.00]  great advice from
[143:36.00]  our advisors our customers and really
[143:39.36]  what they told us was
[143:40.96]  we don't need you to be good at
[143:42.32]  everything we need you to focus on this
[143:44.24]  one
[143:44.72]  thing and that is being experts at
[143:46.72]  remote recording and really helping
[143:48.88]  the industry and and the creators in the
[143:51.04]  space really understand
[143:52.64]  what that is like whether they're using
[143:54.00]  squad cast or not there's a lot of
[143:55.28]  opportunities for us to help and of
[143:57.04]  course you know we think once we can
[143:58.48]  build up that reputation that
[144:00.32]  um you know that they'll come to us
[144:01.92]  because we are the the experts when it
[144:03.44]  comes to
[144:04.32]  recording their content remotely um so
[144:06.80]  really what they
[144:07.68]  guided us to understanding was that was
[144:10.08]  our role uh it wasn't intuitive
[144:11.68]  to us at first but it was really about
[144:13.52]  us really uh putting our flag in the
[144:15.28]  ground as as
[144:16.24]  establishing ourselves as experts so one
[144:18.64]  of the state the sayings that's really
[144:20.96]  stuck with me over the years is one that
[144:22.96]  dan martell says which is
[144:24.80]  startups typically died not from
[144:27.84]  indigestion but due to starvation or not
[144:30.24]  from starvation but due to indigestion
[144:32.72]  so it's too much ideas too much going on
[144:36.40]  um not a lack of ideas which is kind of
[144:39.12]  funny because at least at first when we
[144:40.40]  were trying to
[144:41.04]  you know start off squad cast or i know
[144:42.64]  you and me separately were each trying
[144:44.48]  to do something more entrepreneurial and
[144:46.08]  independent it's like
[144:47.28]  what's going to be that idea and it
[144:49.44]  turns out that's
[144:50.56]  not the hard part um yeah so
[144:54.08]  in addition to that though we we also
[144:57.44]  learned that we needed to focus not just
[144:59.12]  on being experts
[145:00.64]  in this particular niche of podcasting
[145:02.80]  but also that we're
[145:04.08]  we're sas founders we're bootstrap sas
[145:06.00]  founders so really focusing on
[145:08.16]  becoming professionals at being sas
[145:10.96]  founders specifically bootstrap
[145:12.56]  uh sas founders so we did that by
[145:14.96]  learning from the greats
[145:16.32]  and really not just taking in that
[145:18.88]  knowledge but like
[145:19.76]  applying that knowledge like almost
[145:21.36]  immediately one of the things that
[145:23.36]  i don't know if you could call it a
[145:24.40]  mantra or just a saying that we say a
[145:26.48]  lot it's not ours so we're not trying to
[145:28.32]  take it from anybody but it's called
[145:29.52]  just in time learning that
[145:30.96]  as things kind of come up during the
[145:32.88]  founder entrepreneur journey
[145:34.80]  you can't know everything but we got to
[145:36.96]  get comfortable with at least learning
[145:38.24]  on the fly and so
[145:40.24]  like understanding key topics like our
[145:42.88]  unit economics
[145:44.08]  like pricing i mean we wouldn't be in
[145:46.24]  this position today if we hadn't
[145:48.32]  really taken it upon ourselves to really
[145:50.72]  learn about those things because
[145:52.40]  pricing was one of those things that
[145:54.48]  guys like rob wallin are always telling
[145:56.08]  you it's a big deal it's one of those
[145:57.28]  levers that you can pull and and truly
[145:59.12]  transform
[145:59.76]  uh transform the business and and it it
[146:02.56]  did like our revenue went up as you can
[146:04.40]  imagine but our churn went down
[146:05.68]  it's it's exactly what they say another
[146:08.56]  one is like kind of figuring out our
[146:10.00]  customer support
[146:11.60]  especially relative to the type of
[146:13.04]  business model you have so our
[146:14.88]  our business model is a little bit on
[146:16.72]  the lower price side
[146:18.00]  but we were delivering high-touch
[146:20.00]  customer support which
[146:21.60]  can't scale and that it was never
[146:22.96]  designed to scale it was designed to
[146:24.32]  build relationships but
[146:25.68]  just understanding the whys and um and
[146:28.24]  learning from it
[146:29.04]  and again like learning from it is one
[146:31.76]  thing but actually implementing it is
[146:33.44]  way harder i mean how how difficult was
[146:35.36]  it to
[146:36.00]  not just figure out what our pricing was
[146:37.60]  but actually put it into place
[146:39.04]  but boy was it worth it right difficult
[146:40.96]  yeah
[146:42.32]  one word and uh now as part of tiny seed
[146:45.60]  uh
[146:46.00]  we're seeing that have an impact uh
[146:47.92]  again on the next iteration of our
[146:49.76]  pricing
[146:50.64]  but uh but with our peer companies uh
[146:52.48]  that inspire us by uh by making these
[146:54.72]  these uh improvements as well so uh
[146:57.92]  so as founders like uh like all of you
[147:00.80]  and
[147:01.36]  us we're a finite and valuable resource
[147:05.04]  so please don't waste any of your time
[147:08.32]  working on stuff something that doesn't
[147:10.88]  matter
[147:12.40]  but zach you might be saying how do we
[147:14.96]  know
[147:15.68]  what matters right that's over
[147:17.44]  simplistic um
[147:19.20]  so much has been said about founders
[147:21.84]  having
[147:22.64]  extreme passion for the work that
[147:24.80]  they're doing
[147:26.48]  but um i i would challenge you there or
[147:29.68]  submit that
[147:30.88]  what what about your customers like do
[147:32.80]  they have passion
[147:34.64]  for the problem that you're working to
[147:36.72]  solve for them
[147:38.56]  if that's not the case then it probably
[147:40.72]  doesn't matter that's probably
[147:42.40]  a good indicator so uh the base
[147:45.52]  camp team who we're big fans of uh
[147:48.08]  coined the term
[147:48.88]  jomo and uh we love that so
[147:52.40]  as a result of intense focus
[147:55.92]  one result i should say of intense focus
[147:58.16]  is that
[147:58.96]  you will for sure miss out on other
[148:01.60]  opportunities
[148:02.72]  and that's okay just accept that now or
[148:05.60]  we have anyway
[148:06.56]  what's joe mommy uh the joy of missing
[148:08.88]  out excuse me yeah
[148:10.08]  so kind of the kind of a different take
[148:12.00]  on fomo
[148:13.52]  um so we have had plenty of huge
[148:16.80]  opportunities
[148:17.68]  and potential game-changing ideas
[148:20.08]  pitches from
[148:21.28]  vcs on pivot to this and we'll fund you
[148:23.44]  or do this other thing at the same time
[148:25.52]  in squad
[148:26.08]  cast um so we've we've had those those
[148:28.88]  ideas
[148:29.84]  uh for for other sas companies um but
[148:32.56]  we've not
[148:33.20]  pursued any of them with intention um
[148:36.64]  and i should say yet because we're
[148:39.76]  focused
[148:40.56]  because we're focused on realizing our
